Company Name,size,employees_count,followers,founded,description
Newmarket Gold NT Holdings Pty Ltd,200,0,0,2009,Newmarket Gold NT Holdings Pty Ltd is a mining metals company based out of 48 WOODS ST Darwin Northern Territory Australia
Newmont Australia,5000,432,17573,1921,Newmont Mining Corporation is one of the world s largest gold producers with significant assets on four continents including operations in Western Australia and the Northern Territory Founded in 1921 Newmont is the only gold company included in the S P 500 Index and Fortune 500 and was the first gold company selected to the Dow Jones Sustainability World Index n nRegional site support is provided through Newmont Australia s Perth team which is located in Subiaco
Newmont Australia Holdings Pty Ltd,5000,0,0,3000,Newmont Australia Holdings Pty Ltd is a mining metals company based out of 388 HAY STREET LEVEL 2 Subiaco Western Australia Australia
Newmont Boddington Gold Pty Ltd,0,20,31,2002,Newmont Boddington Gold Pty Ltd is a mining metals company based out of GOLD MINE RD Boddington Western Australia Australia
Newmont Boddington Pty Ltd,0,3,6,1987,Newmont Boddington Pty Ltd is a mining metals company based out of L1 388 HAY ST Subiaco Western Australia Australia
Newmont Finance Pty Ltd,0,0,0,1993,Newmont Finance Pty Ltd is a mining metals company based out of LEVEL 1 388 HAY ST Subiaco Western Australia Australia
Newmont Goldcorp Australia,5000,285,3622,1921,Newmont Mining Corporation is one of the world s largest gold producers with significant assets on four continents including operations in Western Australia and the Northern Territory Founded in 1921 Newmont is the only gold company included in the S P 500 Index and Fortune 500 and was the first gold company selected to the Dow Jones Sustainability World Index n nRegional site support is provided through Newmont Australia s Perth team which is located in Subiaco n
Newmont Mining Holdings Pty Ltd,0,0,4,3000,Newmont Mining Holdings Pty Ltd is a mining metals company based out of SUBIACO Perth Western Australia Australia
Newmont Pajingo Pty Ltd,0,0,2,1984,Newmont Pajingo Pty Ltd is a mining metals company based out of LEVEL 1 388 HAY ST Subiaco Western Australia Australia
Newmont Tanami Pty Ltd,0,10,10,1969,Newmont Tanami Pty Ltd is a mining metals company based out of 100 HUTT ST Adelaide South Australia Australia
Newmont Yandal Operations Pty Ltd,500,0,0,1985,Newmont Yandal Operations Pty Ltd is a mining metals company based out of L 1 388 HAY STEET Subiaco Western Australia Australia
Newton Labs,10,0,0,2014,We design and build IoT systems for the mining industry to enable realtime intelligence and decision making r n r nOur mission is to make mining more connected r n r nFounded in 2014 following an inaugural win at Australia s first open innovation event for mining and resources we successfully demonstrated our ability to use connected sensors and data analytics to detect oversize material in the back of haul trucks r n r nLittle did we know that preventing oversize material from blocking crushers opened up a 100m opportunity in Western Australia alone r n r nWe are a mission focused company Our team is dedicated and deeply passionate about building great systems and a successful company r n r nOur culture of openness collaboration and continuous innovation is reflected in the awards we win the products we build and the relationships we have r n r nCheck us out and get in contact we d love to hear from you
