ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,GEOLOGIC_AGE,DEPOSIT_MODEL_ENVIRONMENT,DEPOSIT_MODEL_GROUP,DEPOSIT_MODEL_TYPE,PROVINCES,IGNEOUS,METALLOGENIC,SEDIMENTARY,TECTONIC
569203,West Lode - Calvert (Wiluna),Wiluna Project,WA,120.2381,-26.6309,historic mine,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited",Archean,,,,Yilgarn Craton,,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
569208,Happy Jack,,WA,120.2394,-26.6201,historic mine,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited",Archean,,,,Yilgarn Craton,,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
569209,Essex,Wiluna Project,WA,120.2422,-26.6229,mineral deposit,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited",Archean,,,,Yilgarn Craton,,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
569210,Lone Hand,Wiluna Project,WA,120.2361,-26.6078,historic mine,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited",Archean,,,,Yilgarn Craton,,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
569211,North Mine,Wiluna Project,WA,120.2408,-26.6262,historic mine,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited",Archean,,,,Yilgarn Craton,,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
569215,Wiluna Queen,Wiluna Project,WA,120.2432,-26.6406,mineral deposit,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited",Archean,,,,Yilgarn Craton,,Mount Keith Nickel Metallogenic Province,Carey Paleovalley,"West Australian Element,Yilgarn Craton"
569221,Squib,Wiluna Project,WA,120.2419,-26.6142,historic mine,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited",Archean,,,,Yilgarn Craton,,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
569223,Golden Age - Wiluna,Wiluna Project,WA,120.246,-26.6018,operating mine,Au,,Gold,"Apex Minerals NL, Blackham Resources Limited",Archean,,,,Yilgarn Craton,,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
887460,Corella,,Queensland,140.2068,-20.7175,mineral deposit,Gr,,Graphite,Lithium Energy Ltd,,,,,,,,,"Mount Isa Orogen,North Australian Element,Tommy Creek Domain"
887509,Pine Ridge,,New South Wales,149.2941,-33.9353,mineral deposit,Au,,Gold,Argent Minerals Limited,,,,,,,,,"Eastern Province,Lachlan Orogen,Tasman Element"
887525,Patricia Jean,,Western Australia,121.1643,-30.91,mineral deposit,Au,,Gold,Focus Minerals Limited,,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
887528,Jolly Briton,,Western Australia,121.1644,-30.9157,mineral deposit,Au,,Gold,Focus Minerals Limited,,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
888041,Steam Engine,,Queensland,144.7409,-19.0156,mineral deposit,Au,,Gold,Superior Resources Limited,,,,,,,,,"Greenvale Province,Tasman Element,Thomson Orogen"
888043,Monger North Project,Mount Monger,Western Australia,121.8106,-31.0055,mineral deposit,Au,,Gold,"Asra Minerals Ltd, Monger Gold Ltd",,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
893545,Euro South,,Western Australia,122.3983,-28.7322,mineral deposit,Au,,Gold,Focus Minerals Limited,,,,,,,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
893547,Euro North,,Western Australia,122.396,-28.7268,mineral deposit,Au,,Gold,Focus Minerals Limited,,,,,,,Windarra Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
893549,Lancefield Far North,,Western Australia,122.4143,-28.4811,mineral deposit,Au,,Gold,Focus Minerals Limited,,,,,,,Windarra Nickel Metallogenic Province,Carey Paleovalley,"West Australian Element,Yilgarn Craton"
893552,Endeavour,,Western Australia,121.2529,-27.9618,mineral deposit,Au,,Gold,"Central Iron Ore Ltd, BK Gold Mines Pty Ltd",,,,,,,,Carey Paleovalley,"West Australian Element,Yilgarn Craton"
513740,Osborne - magnetite tailings,"TSF1, TSF2",QLD,140.58,-22.093,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",Barrick Gold Corporation,,,,,Mount Isa Orogen,,,Eromanga Basin,"Kuridala-Selwyn Domain,Mount Isa Orogen,North Australian Element"
513745,Moran,,WA,121.6785,-31.1931,care and maintenance,"Cu, Ni, PGE, Co",,"Copper, Nickel, Platinum group elements, Cobalt",Independence Group NL,,Magmatic,Komatiite,Komatiite nickel-copper-PGE,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
514156,Westralia,Mount Morgans Gold Project,WA,122.0679,-28.7696,operating mine,Au,,Gold,"Dacian Gold Limited, Range River Gold Limited",Archean,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
514158,King Street,Mount Morgans Gold Project,WA,122.0681,-28.7744,mineral deposit,Au,,Gold,"Dacian Gold Limited, Range River Gold Limited",Archean,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
